id	isv	addition	partOfSpeech
37828	oscilacijny		adj.
37829	oscilatorny		adj.
37830	oscilujųći		adj.
29591	osědati		v.intr. ipf.
29592	osedlati		v.tr. pf.
29594	osědly		adj.
1112	osėl		m.anim.
29599	osėl		m.anim.
29603	oseliti sę		v.refl. pf.
36495	oseljenėc		m.anim.
29601	oseljeńje		n.
29595	osěsti	(osěde)	v.intr. pf.
6178	Osetija		f.sg.
36562	osetińsky		adj.
29666	ośevy		adj.
29614	osika		f.
21424	osiliti		v.tr. pf.
21422	osiljati		v.tr. ipf.
22801	osiroćeny		adj.
29616	osirotěti		v.intr. pf.
22800	osirotiti		v.tr. pf.
29618	osivěti		v.intr. pf.
29621	oskopiti		v.tr. pf.
29623	oskubati		v.tr. pf.
34592	oskubyvati		v.tr. ipf.
34608	oskųdno		adv.
34611	oskųdnosť		f.
34602	oskųdny		adj.
29627	oskvŕnitelj		m.anim.
33472	oskvŕniti		v.tr. pf.
33470	oskvŕnjati		v.tr. ipf.
29626	oskvŕnjeńje		n.
29629	oslaběti		v.intr. pf.
4670	oslabiti		v.tr. pf.
14815	oslabiti		v.tr. pf.
4669	oslabjati		v.tr. ipf.
14816	oslabjati		v.tr. ipf.
10290	oslabjeńje		n.
1052	oslabjeny		adj.
10292	oslåditi		v.tr. pf.
29635	oslę		n.
29636	oslěpiti		v.tr. pf.
29637	oslěpjati		v.tr. ipf.
29638	oslěpjeńje		n.
29639	oslěpnųti		v.intr. pf.
29640	oslica		f.
14817	osloženiti		v.tr. pf.
14818	osloženjati		v.tr. ipf.
18153	osložnjeńje		n.
314	osm		num.card.
35345	osmańsky		adj.
29646	osmažiti		v.tr. pf.
2970	osmdesęt		num.card.
10283	osmdesęty		num.ord.
29649	osměliti sę		v.refl. pf.
10991	osměliti		v.tr. pf.
34569	osměljati sę		v.refl. ipf.
16317	osměljati		v.tr. ipf.
29650	osmerka		num.subst.
16435	osmero		num.coll.
10296	osmina		num.fract.
16462	osmka		num.subst.
108	osmnadsęť		num.card.
15424	osmnadsętina		num.fract.
16465	osmnadsęty		num.ord.
29653	osmoliti		v.tr. pf.
36136	ośmonog		m.anim.
2838	osmsȯt, osmsto		num.card.
37480	osmy měsęc		m.
2824	osmy		num.ord.
10299	osmysljeno		adv.
10300	osmysljenosť		f.
10301	osmysljeny		adj.
29656	osněžiti		v.tr. pf.
2049	osnova		f.
29658	osnova		f.
29659	osnova		f.
29660	osnovańje		n.
18156	osnovany na		adj.
10304	osnovatelj		m.anim.
2938	osnovateljny		adj.
2115	osnovati		v.tr. pf.
29663	osnovati		v.tr. pf.
18158	osnovno		adv.
2831	osnovny		adj.
13	osnovyvati		v.tr. ipf.
2210	osoba		f.
5080	osoblivo		adv.
20008	osoblivosť		f.
5747	osoblivy		adj.
10320	osobna pomsta		f.
10312	osobna potrěba		f.
10314	osobna vojna		f.
4293	osobno		adv.
10317	osobnosť		f.
29668	osobny avtomobil		m.
10319	osobny kompjuter		m.
16992	osobny zaimennik		m.
4292	osobny		adj.
29670	osoliti		v.tr. pf.
29612	osȯt	(osta)	m.
18163	osȯvrěmenniti		v.tr. pf.
18159	osȯvrěmennjati		v.tr. ipf.
18161	osȯvrěmennjeńje		n.
21999	ospa		f.
5910	osparjati		v.tr. ipf.
5939	osporiti		v.tr. pf.
32547	osråmiti		v.tr. pf.
32548	osråmiti		v.tr. pf.
29675	osrědȯk		m.
29686	osť		f.
16993	ostaly		adj.
29676	ostanky		m.pl.
29677	ostarěti		v.intr. pf.
466	ostati	(ostane)	v.intr. pf.
3297	ostatny		adj.
1918	ostatȯk		m.
2834	ostavati		v.intr. ipf.
825	ostaviti		v.tr. pf.
21739	ostaviti		v.tr. pf.
505	ostavjati		v.tr. ipf.
21738	ostavjati		v.tr. ipf.
10330	ostavjeńje		n.
3201	ostavjeny		adj.
29683	ostavka		f.
38119	ostrakizm		m.
10342	Ostråžno!		intj.
3480	ostråžno		adv.
29688	ostråžnosť		f.
3478	ostråžny		adj.
29691	ostrěgati sę	(+2)	v.refl. ipf.
18167	ostrěgati		v.tr. ipf.
18166	ostrěgti		v.tr. pf.
23090	ostrěžeńje		n.
31999	ostriga		f.
29693	ostrigati		v.tr. ipf.
5024	ostrigti		v.tr. pf.
32892	ostriti		v.tr. ipf.
29697	ostrižeńje		n.
4499	ostŕje		n.
10339	ostro		adv.
29698	ostroga		f.
18168	ostroumje		n.
10341	Ostrov Man		m.sg.
2044	ostrov		m.
29700	ostrovjan, ostrovjanin		m.anim.
37831	ostrovȯk		m.
29702	ostrugati		v.tr. pf.
947	ostry		adj.
29713	ostuditi		v.tr. pf.
29715	osųd		m.sg.
2036	osųditi		v.tr. pf.
7	osųđati		v.tr. ipf.
32550	osųđeńje		n.
29718	osušati		v.tr. ipf.
29719	osušiti		v.tr. pf.
34655	osvajati		v.tr. ipf.
34657	osvajati		v.tr. ipf.
15709	osvatiti sę		v.refl. pf.
29721	osvěćati		v.tr. ipf.
32355	osvęćati		v.tr. ipf.
29722	osvěćeńje		n.
23888	osvědamjati sę		v.refl. ipf.
23887	osvědomiti sę		v.refl. pf.
29723	osvętiti		v.tr. pf.
29724	osvětiti		v.tr. pf.
10354	osvětliti		v.tr. pf.
10357	osvětljati		v.tr. ipf.
34650	osvětljeńje		n.
18169	osvěžati		v.tr. ipf.
18171	osvěžiti		v.tr. pf.
18175	osvobađati sę		v.refl. ipf.
450	osvobađati		v.tr. ipf.
18179	osvoboditi sę od		v.refl. pf.
18178	osvoboditi sę		v.refl. pf.
881	osvoboditi		v.tr. pf.
29729	osvobođeńje		n.
29730	osvojiti		v.tr. ipf.
34654	osvojiti		v.tr. ipf.
22000	osypky		m.pl.
16856	ošalěti		v.intr. pf.
29732	oščeniti sę		v.refl. pf.
10364	otcevska ljubȯv		f.
6024	otcevsky		adj.
29737	otčim		m.anim.
4268	otčina		f.
2048	otėc		m.anim.
2046	otėčstvo		n.
6137	otęgčati		v.tr. ipf.
6138	otęgčati		v.tr. ipf.
6140	otęgčiti		v.tr. pf.
6141	otęgčiti		v.tr. pf.
29743	oteliti sę		v.refl. pf.
18181	otěniti		v.tr. pf.
18180	otěnjati		v.tr. ipf.
5967	otęžeńje		n.
5968	otęženy		adj.
6285	otišati		v.tr. ipf.
6286	otišiti		v.tr. pf.
22073	otok		m.
2823	otrava		f.
29752	otravitelj		m.anim.
3779	otraviti		v.tr. pf.
3777	otravjati		v.tr. ipf.
29751	otravjeńje		n.
29754	otravny		adj.
34957	otręsati		v.tr. ipf.
34958	otręsti		v.tr. pf.
29758	otrězvěti		v.intr. pf.
29759	otrězviti		v.tr. pf.
34674	otrězvjati		v.tr. ipf.
1066	otrųby		f.pl.
6144	otrudniti		v.tr. pf.
6143	otrudnjati		v.tr. ipf.
10381	otrudnjeńje		n.
34693	otųpělosť		f.
34687	otųpěly		adj.
29767	otųpěti		v.intr. pf.
29768	otųpiti		v.tr. pf.
34698	otųpjati		v.tr. ipf.
2399	otvarjati		v.tr. ipf.
3662	otvor		m.
2037	otvoriti		v.tr. pf.
10095	otvorjeny parašut		m.
10094	otvorjeny tenisny čempionat		m.
1056	otvorjeny		adj.
29770	otvŕděti		v.intr. pf.
10387	ov	(ova, ovo)	pron.dem.
10388	ovako		adv.
19579	ovaky		adj.
34986	ovaľny		adj.
19563	ovamo		adv.
628	ovca		f.
32023	ovčaŕ		m.anim.
20009	ovčarnja		f.
32024	ovčaŕsky pės		m.anim.
14821	ovde		adv.
32942	ovdověly		adj.
29773	ovdověti		v.intr. pf.
29774	ovějati	(ověje)	v.tr. pf.
28986	ovějivati		v.tr. ipf.
29775	Ovėn		m.anim.
29776	ovėn		m.anim.
18183	ověnčati		v.tr. ipf.
18184	ověnčiti		v.tr. pf.
10391	ověriti		v.tr. pf.
10392	ověrjati		v.tr. ipf.
10390	ověrjeny		adj.
912	ovės		m.sg.
20012	ovinųti		v.tr. pf.
20010	ovivati		v.tr. ipf.
22493	ovladnųti		v.tr. pf.
22494	ovladnųti		v.tr. pf.
22489	ovladyvati		v.tr. ipf.
22491	ovladyvati		v.tr. ipf.
2827	ovoć		m.
19525	ovȯgda, ovȯgdy		adv.
29783	ovȯlgnųti		v.intr. pf.
19582	ovoliko		adv.
19590	ovoliky		adj.
29784	#ovoščiti		v.tr. pf.
890	ovplyvniti		v.tr. pf.
2828	ovplyvnjati		v.tr. ipf.
36051	ovråtnik		m.
19547	ovųdy		adv.
34715	ozdabjati		v.tr. ipf.
29788	ozdoba		f.
29789	ozdobiti		v.tr. pf.
36544	ozdobny		adj.
29790	ozdråvěti		v.intr. pf.
10400	ozdråviti		v.tr. pf.
10401	ozdravjati		v.tr. ipf.
10402	#ozdravjeńje		n.
36819	ozdråvnica		f.
29792	ozębti		v.intr. pf.
29793	ozeleniti		v.intr. pf.
29794	ozelenjati		v.intr. ipf.
10405	ozemisko		adv.
10404	ozemisky		adj.
10403	ozemja		f.
29795	ozimina		f.
29796	ozimy		adj.
36859	ozlobiti sę		v.refl. pf.
29799	ozlobiti		v.tr. pf.
29800	ozlobjeńje		n.
1069	označati		v.tr. ipf.
10414	označati		v.tr. ipf.
22862	označati		v.tr. ipf.
10413	označeńje		n.
18192	označeny		adj.
1070	označiti		v.tr. pf.
18194	označiti		v.tr. pf.
22863	označiti		v.tr. pf.
22864	oznaka		f.
29807	oznamenovati		v.tr. pf.
34735	oznamenovati		v.tr. pf.
34736	oznamenovyvati		v.tr. ipf.
34737	oznamenovyvati		v.tr. ipf.
22861	#oznaniti		v.tr. pf.
22860	oznanjati		v.tr. ipf.
32847	ozon		m.sg.
32849	ozonovy sloj		m.sg.
29810	ozvěrěti		v.intr. pf.
3400	oženiti sę		v.refl. pf.
29812	oženiti		v.tr. pf.
3401	oženjeny		adj.
29815	ožiti	(ožive)	v.intr. pf.
29816	oživati		v.intr. ipf.
29818	oživiti		v.tr. pf.
36452	oživjati		v.tr. ipf.
14822	oživjeno		adv.
14823	oživjeny		adj.
29820	ožȯltěti		v.intr. pf.
29821	ožrěbiti sę		v.refl. pf.
10418	pa		conj.
18195	pacient		m.anim.
29824	#pad		m.
20970	padalina		f.
1771	padati		v.intr. ipf.
261	padež		m.
20971	padųčnica		f.
37464	pagorȯk		m.
32134	pajac		m.anim.
3447	paket		m.
1063	Pakistan		m.sg.
22766	pakistańsky		adj.
5471	pakovati		v.tr. ipf.
1058	pala		f.
2830	palac		m.
37832	palacevy		adj.
31750	palačinka		f.
1841	palatalizacija		f.
37957	palatalizovati		v.tr. ipf./pf.
23305	palatka		f.
35434	palėc		m.
37376	Palestina		f.
37377	Palestinėc		m.anim.
2825	palestińsky		adj.
2829	paliti		v.tr. ipf.
14826	paliti		v.tr. ipf.
2826	palivo		n.
944	paljto		n.
29827	palka		f.
16040	palma		f.
36159	palmeta		f.
1961	pamęť		f.
1960	pamętati		v.tr. ipf.
4117	pamętnik		m.
10438	pamętny		adj.
35182	pamflet		m.
350	pan		m.anim.
35932	panaceja		f.
22464	Panama		f.sg.
22465	panamsky		adj.
29832	pancyŕ		m.
4501	pancyrovoz		m.
23261	pančoha		f.
36272	panda		f.
10444	panel orųdij		m.
2359	pani	(panje)	f.
20014	panika		f.
18197	paniker		m.anim.
37578	panikovati		v.intr. ipf.
37958	Panonija		f.sg.
37960	panońsko-rusińsky		adj.
37959	panońsky		adj.
35049	panorama		f.
16996	panslavist		m.anim.
16997	panslavističny		adj.
16998	panslavizm		m.sg.
37961	pańščina		f.sg.
38143	pantera		f.
23143	pantofle		m.pl.
1356	papa		m.anim.
36067	papaja		f.
506	papir		m.
35315	papirny		adj.
32614	papirus		m.
29838	papka		f.
1075	papråť		f.
35460	paprika		f.
6109	Papua Nova Gvineja		f.sg.
23144	papuče		f.pl.
4570	papugaj		m.anim.
18200	para prikladov		f.
2257	para		f.
4993	para		f.
29842	parada		f.
16999	paradigm		m.
29843	paradny kostjum		m.
543	paradoks		m.
2377	paradoksaľny		adj.
35421	parafija		f.
598	paragraf		m.
15522	paragraf		m.
22442	Paragvaj		m.sg.
22443	paragvajsky		adj.
23206	paralela		f.
23207	paraleľny		adj.
29848	paraliza		f.
16790	paralizovati		v.tr. ipf.
35933	parametr		m.
29849	parapet		m.
4066	parašut		m.
29851	parašutist		m.anim.
23773	paravan		m.
1820	parazit		m.anim.
29855	parazitizm		m.sg.
29856	parazitny		adj.
29857	parazitovati		v.intr. ipf.
23876	parfum		m.
36723	parfumovati sę		v.refl. ipf.
23877	parfumovati		v.tr. ipf.
29859	pariti		v.intr. ipf.
18201	Pariž		m.sg.
4906	parižsky		adj.
32408	park		m.
32410	parkovati sę		v.refl. ipf./pf.
32409	parkovati		v.tr. ipf./pf.
32411	parkovišče		n.
1185	parlament		m.
35061	parlamentarny		adj.
23635	parna mašina		f.
33231	parno čislo		n.
36702	parny valėc		m.
29861	parny		adj.
29863	parny		adj.
35218	parodija		f.
35422	parohija		f.
10456	parola		f.
22413	parovoz		m.
32036	paršivy		adj.
17000	particip		m.
2994	partija		f.
37962	partijny		adj.
23452	partitura		f.
2911	partner		m.anim.
36090	partnerka		f.
5161	partneŕstvo		n.
18202	pas		m.
36621	pasaž		m.
36622	pasaž		m.
3005	pasažer		m.anim.
2906	pasažeŕsky		adj.
36710	pasians		m.sg.
37963	pasivnost		f.
2400	pasivny		adj.
5264	pasport		m.
20972	pasť		f.
32945	pasti sę	(pase)	v.refl. ipf.
5015	pasti	(pade)	v.intr. pf.
5017	pasti	(pase)	v.tr. ipf.
20975	pastuh		m.anim.
20978	#pastva		f.
20979	pastvišče		n.
20980	pastyŕ		m.anim.
20981	pastyŕ		m.anim.
36302	pat		m.
23769	patent		m.
35680	patriarh		m.anim.
35681	patriarhat		m.
35461	patriot		m.anim.
35462	patriotičny		adj.
35463	patriotizm		m.sg.
20015	patronizovati		v.tr. ipf.
10465	pauza		f.
10466	pauzovati		v.intr. ipf.
33651	pav		m.anim.
23097	pavian		m.anim.
10467	pavųčina		f.
10469	pavųčja niť		f.
431	pavųk		m.anim.
35316	pazigrafija		f.
1697	pazuha		f.
2842	pčela		f.
29868	pčelaŕ		m.anim.
36029	pčelaŕstvo		n.sg.
29869	pčeliny		adj.
29871	pčeľji		adj.
29870	pčeľnik		m.
20983	peć		f.
278	pečať		f.
38050	pečatańje		n.
23616	pečataŕ		m.anim.
23609	pečataŕstvo		n.sg.
2358	pečatati		v.tr. ipf.
38060	pečatna grěška		f.
14829	pečenj		f.
37741	pečeny		adj.
18203	pečivo		n.
23604	pedagog		m.anim.
23605	pedagogičny		adj.
23603	pedagogika		f.
753	pedofil		m.anim.
1539	pěga		f.
2375	pěgavy		adj.
29872	pěhota		f.
20985	pekaŕ		m.anim.
20986	pekarnja		f.
29873	pekľny		adj.
29874	peklo		n.
20989	pekti sę		v.refl. ipf.
2840	pekti		v.tr. ipf.
2277	pelena		f.
36235	pelerina		f.
16796	pelikan		m.anim.
38037	Pelopones, Peloponez		m.sg.
38038	Peloponesska vojna		f.
38039	peloponessky, peloponezsky		adj.
2256	pelun		m.
32470	pemza		f.
869	pěna		f.
2187	pendžabsky		adj.
14589	pěnęz		m.
4417	pěnęzy		m.pl.
10488	pěnęžny		adj.
16046	penis		m.
16047	penisovy		adj.
1717	pėnj		m.
36375	pěnna kųpělj		f.
4847	pensija		f.
16050	pensijny fond		m.
16049	pensijny		adj.
2833	pensioner		m.anim.
9340	penthaus		m.
15397	penthausny		adj.
2832	pepel		m.sg.
10490	pepelavy		adj.
34855	pepelisty		adj.
36745	pepeľnik		m.
3136	pėprėc		m.
29879	percepcija		f.
17001	perfekt		m.
36033	perforator		m.
32613	pergament		m.
32097	periferija		f.
32098	periferijny		adj.
16052	period		m.
35811	periodičny		adj.
37964	peŕje		n.
4787	perkusija		f.
23289	perla		f.
36177	perlovo proso		n.
2336	pero		n.
3994	pero		n.
10496	perovy		adj.
35900	Persija		f.sg.
35902	persijėc		m.anim.
35901	persijsky		adj.
2343	personal		m.
17002	personaľny zaimennik		m.
29883	personaľny		adj.
23079	personaž		m.anim.
36185	personifikacija		f.
4294	perspektiva		f.
10498	Peru		m.indecl.
10499	Peruanėc		m.anim.
14830	Peruańsky		adj.
10500	Perun		m.anim.
14831	perun		m.
4318	perversija		f.
4320	perversnik		m.anim.
10503	perversno		adv.
4319	perversnosť		f.
4317	perversny		adj.
2345	pės		m.anim.
5750	pěsennik		m.anim.
6030	pesimist		m.anim.
6028	pesimističny		adj.
6029	pesimizm		m.sg.
2344	pěsnja		f.
18207	pěsȯčna burja		f.
29886	pěsȯčny		adj.
426	pěsȯk		m.
1962	pęsť		f.
36248	pesticid		m.
615	pėstry		adj.
18208	pěšak		m.anim.
659	pěše		adv.
236	pěšehod, pěšehodėc		m.anim.
1079	pěši		adj.
908	pęť		num.card.
44	pęta		f.
2176	pęťdesęt		num.card.
32329	pęťdesętničsky		adj.
23687	pęťdesęty		num.ord.
16455	pęteraky		num.diff.
16428	pęterčęta		n.pl.
34564	pęterka		num.subst.
16443	pęterny		num.mult.
16432	pętero		num.coll.
35848	peticija		f.
10535	pętikųtnik		m.
10533	pętina		num.fract.
10534	pętivųgȯľnik		m.
16459	pętka		num.subst.
2368	pętnadsęť		num.card.
23683	pętnadsęty		num.ord.
35541	pętno		n.
474	pętȯk		m.
2279	pęťsȯt, pęťsto		num.card.
37477	pęty měsęc		m.
1876	pęty		num.ord.
10537	pěvańje		n.sg.
237	pěvati		v.tr. ipf.
1469	pěvėc		m.anim.
37202	pěvica		f.
32924	phati sę do/za		v.refl. ipf.
32905	phati		v.tr. ipf.
32907	phnųti		v.tr. pf.
37965	pi		n.
32491	pianist		m.anim.
32492	pianistka		f.
5825	pica		f.
37120	picerija		f.
20016	pidžin		m.
36367	piedestal		m.
38086	piesa		f.
34969	pigment		m.
23278	pijanica		m./f.
35728	pijaństvo		n.sg.
14834	pijany		adj.
388	pijavica		f.
10591	pijemy		adj.
35588	pikantny		adj.
15437	pikirovańje		n.
10547	pikirovati		v.intr. ipf.
15436	pikirovka		f.
15439	pikirovnica		f.
10549	pikirovnik		m.anim.
23423	piknik		m.
32223	piky		f.pl.
2222	pila		f.
34282	pilina		f.
34281	piliti		v.tr. ipf.
16305	pilot		m.anim.
33408	pilulka		f.
20990	pinati		v.tr. ipf.
37119	pinceta		f.
32769	ping-pong		m.sg.
20586	pingvin		m.anim.
6287	pion		m.
3262	pioner		m.anim.
10554	pir		m.
10555	piramida		f.
10556	piramidovy		adj.
1959	pirat		m.anim.
32456	piratstvo		n.sg.
10558	piroman		m.anim.
10560	piromaničny		adj.
10559	piromanija		f.
10563	pirotehničny sklad		m.
10562	pirotehničny		adj.
10564	pirotehnik		m.anim.
10561	pirotehnika		f.
10565	pirovati		v.intr. ipf.
20992	pisaľny stol		m.
10568	pisańje		n.
3939	pisatelj		m.anim.
15680	pisati nanovo	(piše)	v.ipf.
141	pisati	(piše)	v.tr. ipf.
37966	pisėmnosť		f.
5984	pisemny		adj.
1147	piskati		v.intr. ipf.
20993	piśmę		n.
2988	piśmennosť		f.
23119	piśmennosť		f.
3002	piśmo		n.
20995	piśmo		n.
5981	pistacija		f.
2087	pistolet		m.
10580	pistoľnik		m.anim.
14838	pišati		v.intr. ipf.
5684	piščeti	(pišče)	v.intr. ipf.
18209	pišęća mašina		f.
18210	pišęći stroj		m.
1973	piti	(pije)	v.tr. ipf.
10590	pitna voda		f.
4181	pitny		adj.
35494	pivnica		f.
35495	pivnica		f.
2067	pivo		n.
35730	pivovar		m.anim.
35729	pivovarnja		f.
35731	pivovaŕsky		adj.
29902	pizda		f.
10598	pižama		f.
3210	plač		m.sg.
10601	plačlivy		adj.
35219	plagiat		m.
2261	plakat		m.
2177	plakati	(plače)	v.intr. ipf.
380	plåmenj		m.
2872	plan		m.
581	planeta		f.
36624	plankton		m.
650	planovati		v.tr. ipf.
29904	planšet		m.
2373	plast		m.
36925	plastelin		m.
18211	plastičny		adj.
18212	plastik		m.sg.
18213	plastikovy		adj.
2378	plašč		m.
4276	plata		f.
10615	plaťba		f.
10617	plaťbovy		adj.
10616	plaťby		f.pl.
3800	platforma		f.
22632	platina		f.sg.
10619	platitelj		m.anim.
2114	platiti		v.tr. ipf.
94	plåtno		n.
10625	plavańje		n.
20997	plavati		v.intr. ipf.
20999	plavny		adj.
21001	plåvy		adj.
38160	plazma		f.
5196	plaž		f.
36910	plebiscit		m.
16344	plemę		n.
14841	plemenėc		m.anim.
14842	plemenica		f.
23403	plěn		m.
23405	plěniti		v.tr. ipf.
37344	plęsati		v.intr. ipf.
18223	pleskańje		n.sg.
18224	pleskati		v.tr. ipf.
18225	plesknųti		v.tr. pf.
2068	plěsnj		f.
5019	plesti	(plete)	v.tr. ipf.
32092	pletenka		f.
31722	plěti	(plěje/plěve)	v.tr. ipf.
36060	plěva		f.
36061	plěvnja		f.
35543	pljama		f.
1348	pljuća		f.
3275	pljunųti		v.intr. pf.
36852	pljuskati		v.intr. ipf.
36853	pljusknųti		v.intr. pf.
32509	pljuš		m.sg.
32510	pljuševy		adj.
1105	pljuvati		v.intr. ipf.
1346	plod		m.
1377	plod		m.
23024	ploditi		v.tr. ipf.
23025	ploditi		v.tr. ipf.
36121	plodnosť		f.
2402	plodny		adj.
5224	plosky		adj.
1372	plošča		f.
1963	plȯť	(plti)	f.
5223	plot		m.
34867	plȯť	(plti)	f.
1972	plug		m.
16970	plus		m.
17003	pluskvamperfekt		m.
34913	pluti	(plove)	v.intr. ipf.
22638	plutonij		m.sg.
10626	plyvti		v.intr. ipf.
18226	pnevmonija		f.
21009	#pnųti		v.tr. pf.
36703	po mojemu mněńju		adv.
10648	po mojemu skromnomu mněńju		adv.
18227	po odnošeńju k	(+3)	prep.
35696	po pričině	(+2)	prep.
36147	po slučaju	(+2)	prep.
36233	po strělkě časovnika		adv.
36271	po svaťbě povęzany		adj.
2215	po	(+6)	prep.
4941	po	(+6)	prep.
4942	po	(+4)	prep.
4943	po	(+4)	prep.
10642	po	(+3)	prep.
10644	po	(+6)	prep.
10645	po	(+4)	prep.
10647	po	(+3)	prep.
10655	poběda		f.
34982	poběditelj		m.anim.
18232	poběditi		v.intr. pf.
18229	poběđati		v.intr. ipf.
35862	poběgti	(poběži)	v.intr. pf.
4050	pobiti	(pobije)	v.intr. pf.
10652	pobiťje		n.
10653	pobity		adj.
35143	poblågodariti		v.tr. pf.
36892	poblågoželati	(+3)	v.intr. pf.
20018	poblåžlivosť		f.
20019	poblåžlivy		adj.
10656	poblizu		adv.
103	pobrěžny		adj.
2159	pobuditi		v.tr. pf.
580	pobuđati		v.tr. ipf.
18233	pobuđeńje		n.
4549	pobyťje		n.
112	pocělovati		v.intr. pf.
1129	pocělunȯk		m.
10668	pocěluvka		f.
1085	počekati		v.intr. ipf.
22788	počęti sę	(počne)	v.refl. pf.
1078	počęti	(počne)	v.tr. pf.
10669	počętkovo		adv.
10670	počętkovy		adj.
20021	počętkujųći		adj.
35335	počętkujųći	(-ego)	m.anim.
1077	počętȯk		m.
18234	počin		m.
10675	počinati sę		v.refl. ipf.
2835	počinati		v.tr. ipf.
23889	počrveněti		v.intr. pf.
29916	počuťje		n.
3134	počva		f.
10678	pod nakazom	(+2)	prep.
10679	pod voditeljstvom	(+2)	prep.
10681	pod vodstvom	(+2)	prep.
737	pod	(+5)	prep.
4933	pod	(+4)	prep.
35393	podańje		n.
18235	podanȯk		m.
4323	podariti		v.tr. pf.
5580	podarȯk		m.
5160	podati	(poda)	v.tr. pf.
18238	podavatelj		m.anim.
18243	podavati parų prikladov		v.ipf.
5159	podavati		v.tr. ipf.
35887	podbirati		v.tr. ipf.
1448	podbrådȯk		m.
35888	podbrati	(podbere)	v.tr. pf.
1626	podčas	(+2)	prep.
2053	podčrkati		v.tr. ipf.
2837	podčrknųti		v.tr. pf.
4085	poddańje		n.
18244	poddany	(-ogo)	m.anim.
4084	poddati sę	(podda)	v.refl. pf.
36428	poddati	(podda)	v.tr. pf.
10693	poddavajemosť		f.
10694	poddavajemy		adj.
4083	poddavati sę		v.refl. ipf.
10697	poddavati		v.tr. ipf.
856	poddŕžati		v.tr. pf.
10699	poddŕživańje		n.
1951	poddŕživati		v.tr. ipf.
36400	poddŕžka		f.
5575	podękovati	(+3)	v.intr. pf.
1952	poděl		m.
36011	poděliti sę		v.refl. pf.
2241	poděliti		v.tr. pf.
18249	poděti sę		v.refl. pf.
18251	poděvati sę		v.refl. ipf.
18253	podglåvnica		f.
16306	podględ		m.
5385	podględati		v.intr. ipf.
5387	podględěti	(podględi)	v.intr. pf.
36558	podgoŕje		n.
18254	podgovarjati		v.tr. ipf.
18255	podgovoriti		v.tr. pf.
23892	podgrěti	(podgrěje)	v.tr. pf.
23893	podgrěvati		v.tr. ipf.
20022	podgrupa		f.
18256	podhod		m.
18259	podhoditi (k)		v.intr. ipf.
18257	podhoditi		v.intr. ipf.
5176	podimati		v.tr. ipf.
23241	podium		m.
5177	podjęti	(podȯjme)	v.tr. pf.
37495	podkast		m.
20595	podkategorija		f.
35535	podkazka		f.
11099	podklad		m.
32682	podkladati		v.tr. ipf.
36904	podključati sę		v.refl. ipf.
36898	podključati		v.tr. ipf.
36901	podključiti sę		v.refl. pf.
36895	podključiti		v.tr. pf.
453	podkopati		v.tr. pf.
2199	podkopyvati		v.tr. ipf.
36826	podkova		f.
32095	podkovati		v.tr. pf.
26778	podkovyvati		v.tr. ipf.
20024	podkrěpiti		v.tr. pf.
20025	podkrěpjati		v.tr. ipf.
36595	podkryvje		n.
5791	podkup		m.
10724	podkupiti		v.tr. pf.
10723	podkupovati		v.tr. ipf.
10725	podkupstvo		n.sg.
32683	podlagati		v.tr. ipf.
18260	podle	(+2)	prep.
15446	podlėc		m.anim.
37967	Podlěśje		n.sg.
20596	podležati	(podleži) (+3)	v.intr. ipf.
4493	podliti	(podlije)	v.tr. pf.
4492	podlivati		v.tr. ipf.
20598	podlivka		f.
1115	podloga		f.
20600	podloga		f.
32684	podložiti		v.tr. pf.
36245	podložka dlja myši		f.
36244	podložka		f.
18262	podly		adj.
20603	podměniti		v.tr. pf.
20602	podměnjati		v.tr. ipf.
20027	podmet		m.
36456	podmnožstvo		n.
34631	podmoŕsky		adj.
33718	podnapisy		m.pl.
18264	podnebje		n.
33560	podnebje		n.
18265	podnebne izměny		f.pl.
18266	podnebny		adj.
20604	podnos		m.
18267	podnožišče		n.
37043	podnožje		n.
10729	podnurjati		v.tr. ipf.
14850	podoba		f.
14851	podoba		f.
18268	podobati sę		v.refl. ipf.
2404	podobno		adv.
3866	podobnosť		f.
1718	podobny		adj.
33514	pododděl		m.
34766	podȯjdti (k)	(podȯjde; podšėl) (+3)	v.intr. pf.
36534	podȯjdti	(podȯjde; podšėl)	v.intr. pf.
34920	podokȯnnik		m.
10739	podȯlg	(+2)	prep.
37968	Podoľje		n.sg.
37969	podoľsky		adj.
36169	podȯšva		f.
16475	podpaliti		v.tr. pf.
15453	podpaljač		m.anim.
16474	podpaljati		v.tr. ipf.
10743	podpaljeńje		n.
35657	podpazuha		f.
10761	podpirany od		adj.
1114	podpirati		v.tr. ipf.
36303	podpis		m.
3086	podpisati	(podpiše)	v.tr. pf.
10750	podpiska		f.
10751	podpisnik		m.anim.
1117	podpisyvati		v.tr. ipf.
2296	podpor		m.
10758	podporiti		v.tr. pf.
21010	podporka		f.
10759	podpornik		m.anim.
10760	podporny		adj.
18271	podråstka		f.
18272	podråstȯk		m.anim.
36445	podråzděl		m.
33516	podråzděliti		v.tr. pf.
33517	podråzděljati		v.tr. ipf.
33518	podråzděljeńje		n.
37970	podręd		adv.
22358	podręditi		v.tr. pf.
22360	podrędny		adj.
22359	podręđati		v.tr. ipf.
21426	podrobnosť		f.
35083	podrobny		adj.
1116	podrųčnik		m.
10763	podrųčny		adj.
